model_bigg_id	bigg_id	name	organism
iE2348C_1286	E2348C_0355	dxs	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0356	ispA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0358	thiI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0360	panE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0363	cyoE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0364	cyoD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0365	cyoC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0366	cyoB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0367	cyoA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0368	ampG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0379	queC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0381	cof	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0386	amtB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0387	tesB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0398	acrA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0404	apt	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0409	adk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0410	hemH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0412	gsk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0415	ushA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0419	copA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0420	ybaS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0433	tesA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0441	gcl	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0442	hyi	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0443	glxR	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0444	ybbW	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0445	allB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0447	glxK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0449	allC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0450	allD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0454	ybcF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0455	purK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0456	purE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0457	lpxH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0459	cysS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0462	folD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0472	cusC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0473	cusF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0474	cusB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0475	cusA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0476	pheP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0478	nfsB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0484	entD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0485	fepA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0486	fes	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0488	entF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0490	fepC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0491	fepG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0492	fepD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0493	entS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0494	fepB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0495	entC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0496	entE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0497	entB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0498	entA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0507	dsbG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0513	citT	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0514	citG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0515	citX	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0516	citF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0517	citE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0518	citD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0522	dcuC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0523	pagP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0528	lipA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0530	lipB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0532	dacA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0535	mrdA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0538	cobC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0539	nadD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0541	rlpB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0542	leuS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0544	rihA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0545	gltL	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0546	gltK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0547	gltJ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0548	gltI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0550	lnt	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0555	ubiF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0556	asnB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0559	nagA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0560	nagB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0561	nagE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0571	glnS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0576	fldA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0580	pgm	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0581	potE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0585	kdpC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0586	kdpB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0587	kdpA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0592	ybgH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0600	gltA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0601	sdhC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0602	sdhD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0603	sdhA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0604	sdhB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0605	sucA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0606	sucB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0607	sucC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0608	sucD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0616	cydA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0617	cydB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0620	ybgC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0627	nadA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0628	pnuC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0629	zitB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0631	aroG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0632	gpmA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0633	galM	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0634	galK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0635	galT	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0640	modA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0641	modB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0642	modC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0643	ybhA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0644	pgl	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0726	bioA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0727	bioB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0728	bioF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0729	bioC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0730	bioD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0733	moaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0735	moaC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0736	moaD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0737	moaE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0741	ybhO	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0757	fiu	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0761	glnQ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0762	glnP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0763	glnH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0765	rhtA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0773	ybiV	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0776	fsaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0777	moeB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0778	moeA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0779	iaaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0780	gsiA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0781	gsiB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0782	gsiC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0783	gsiD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0788	yliI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0790	dacC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0792	ybjG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0793	cmr	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0846	grxA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0851	potF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0852	potG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0853	potH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0854	potI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0857	artJ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0858	artM	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0859	artQ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0860	artI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0861	artP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0867	ltaE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0868	poxB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0872	aqpZ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0882	cydC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0883	cydD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0884	trxB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0889	serS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0895	pflA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0897	focA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0900	serC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0901	aroA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0903	cmk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0907	msbA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0908	lpxK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0911	kdsB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0921	aspC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0922	ompF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0923	asnC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0924	pncB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0925	pepN	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0926	ssuB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0927	ssuC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0928	ssuD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0929	ssuA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0930	ssuE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0931	pyrD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0940	fabA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0943	ompA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0949	mgsA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0954	yccX	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0957	hyaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0958	hyaB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0959	hyaC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0963	appC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0964	appB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_0965	appA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1047	torC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1048	torA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1052	agp	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1057	rutG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1058	rutF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1059	rutE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1060	rutD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1061	rutC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1062	rutB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1063	rutA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1065	putA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1066	putP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1123	ghrA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1144	lpxL	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1149	solA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1152	pyrC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1154	grxB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1159	yceN	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1182	plsX	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1183	fabH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1184	fabD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1185	fabG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1186	acpP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1187	fabF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1188	pabC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1190	tmk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1193	ptsG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1194	fhuE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1198	thiK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1199	nagZ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1201	ndh	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1211	nagK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1215	potD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1216	potC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1266	potB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1267	potA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1272	purB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1275	nudJ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1277	icd	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1304	dsbB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1305	nhaB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1308	dadA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1309	dadX	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1311	ldcA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1312	emtA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1321	treA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1322	dhaM	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1323	dhaL	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1324	dhaK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1329	ychM	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1330	prs	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1331	ipk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1333	hemA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1338	kdsA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1340	chaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1347	narK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1348	narG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1349	narH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1350	narJ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1351	narI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1359	purU	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1363	galU	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1365	tdk	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1367	adhE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1369	oppA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1370	oppB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1371	oppC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1372	oppD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1373	oppF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1375	cls	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1377	kch	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1379	tonB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1450	trpA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1451	trpB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1452	trpC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1453	trpD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1454	trpE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1460	btuR	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1468	acnA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1469	ribA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1470	pgpB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1473	pyrF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1482	fabI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1490	sapD	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1500	pspE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1512	ompG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1518	ycjG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1519	mpaA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1523	mppA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1538	ompN	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1539	ydbK	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1542	ldhA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1553	aldA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1580	ydcS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1581	ydcT	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1582	ydcU	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1583	ydcV	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1584	ydcW	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1593	ansP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1600	nhoA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1602	narV	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1603	narW	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1607	yddG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1608	fdnG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1609	fdnH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1610	fdnI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1612	adhP	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1613	maeA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1617	dos	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1619	gadC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1620	gadB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1640	tam	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1642	uxaB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1645	yneH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1646	yneI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1648	ydeA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1653	eamA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1659	ydfG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1668	speG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1671	ynfE	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1672	ynfF	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1673	ynfG	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1674	ynfH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1676	clcB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1684	mdtI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1685	mdtJ	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1687	pntB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1688	pntA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1690	ydgI	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1691	folM	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1696	fumC	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1697	fumA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1698	manA	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1706	malX	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1707	malY	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1708	add	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1721	tppB	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1723	pdxY	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1724	tyrS	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1725	pdxH	Escherichia coli O127:H6 str. E2348/69
iE2348C_1286	E2348C_1727	anmK	Escherichia coli O127:H6 str. E2348/69
